County,SpeciesName,SpeciesCode,SpeciesCategory,SpeciesType,SpeciesGraphUrl,Link,Phenology,BreedAbundance,MigAbundance,WinterAbundance,YearAbundance,WeeksDetected,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53
Lenoir,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-107&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-107&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,4,5,0,3,4,4,4,4,4,0,5,6,0,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Lincoln,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-109&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-109&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,5,3,5,3,4,5,0,4,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
McDowell,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-111&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-111&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,5,5,5,5,5,5,4,4,4,4,0,0,3,2,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Macon,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-113&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-113&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,5,6,5,5,4,5,4,3,3,2,0,2,3,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,
Madison,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-115&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-115&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,4,4,4,4,4,5,3,4,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Martin,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-117&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-117&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,6,5,5,4,7,6,5,5,6,4,4,5,4,6,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Mecklenburg,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-119&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-119&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,possible,unlikely,possible,27,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,4,5,5,5,4,4,4,4,5,4,4,3,3,3,3,3,4,4,3,3,2,1,1,0,0,0,0,0,0,0,0,0,,,,,
Mitchell,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-121&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-121&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,unlikely,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,5,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Montgomery,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-123&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-123&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,6,8,6,6,6,5,3,7,5,4,4,5,4,0,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Moore,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-125&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-125&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,4,5,5,5,5,4,5,5,5,5,5,4,4,3,4,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Nash,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-127&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-127&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,4,5,4,5,4,5,4,6,6,3,3,4,3,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
New Hanover,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-129&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,possible,unlikely,unlikely,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,2,1,2,2,1,0,1,1,1,2,0,2,3,3,3,2,3,1,1,1,0,0,0,0,0,0,0,0,0,,,,,
Northampton,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-131&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-131&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,5,7,6,5,5,4,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Onslow,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-133&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,unlikely,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,2,2,3,3,1,0,3,3,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Orange,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-135&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-135&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,6,6,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,4,3,1,0,0,0,0,0,0,0,0,0,0,,,,,
Pamlico,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-137&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,possible,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Pasquotank,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-139&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-139&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,unlikely,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,4,0,3,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Pender,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-141&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,possible,unlikely,possible,23,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,4,4,4,4,3,4,3,3,3,2,3,3,0,3,3,3,4,4,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Perquimans,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-143&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-143&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,4,6,5,6,5,3,4,3,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Person,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-145&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-145&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,4,5,5,5,5,5,5,5,5,5,4,4,3,3,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Pitt,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-147&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-147&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,5,5,4,4,5,4,5,4,5,4,4,3,4,4,3,4,4,2,0,0,0,0,0,0,0,0,0,0,0,,,,,
Polk,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-149&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-149&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,7,7,6,6,6,5,5,4,5,4,4,3,3,3,0,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Randolph,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-151&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-151&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,6,5,6,6,7,6,7,6,6,5,7,5,4,4,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Richmond,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-153&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-153&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,4,5,6,4,4,6,6,0,0,3,0,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Robeson,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-155&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-155&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,4,6,4,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Rockingham,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-157&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-157&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,6,5,5,4,4,5,5,5,5,5,4,4,4,4,4,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Rowan,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-159&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-159&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,possible,unlikely,possible,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,5,5,4,4,4,4,4,3,3,3,4,3,3,3,3,4,4,3,3,0,1,0,1,0,0,0,0,0,0,0,0,,,,,
Rutherford,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-161&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-161&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,5,5,6,5,5,6,5,4,3,3,4,1,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Sampson,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-163&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-163&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,unlikely,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,4,3,0,3,0,3,3,5,4,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Scotland,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-165&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-165&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,possible,unlikely,possible,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,3,4,4,4,4,3,3,4,0,3,4,0,3,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Stanly,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-167&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-167&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,3,5,5,5,5,5,4,5,5,5,3,3,3,4,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Stokes,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-169&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-169&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,5,6,5,5,6,5,5,5,5,4,4,4,5,5,3,3,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,
Surry,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-171&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-171&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,5,5,6,6,5,6,5,6,6,5,5,5,4,4,3,4,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Swain,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-173&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-173&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,5,5,4,3,4,4,5,4,4,3,2,2,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Transylvania,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-175&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-175&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,4,5,5,6,5,5,5,5,5,5,3,3,3,3,3,2,2,3,3,2,0,2,0,0,0,0,0,0,0,0,0,,,,,
Tyrrell,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-177&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-177&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,5,3,4,5,5,3,4,3,4,4,4,3,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Union,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-179&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-179&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,4,4,5,5,5,4,4,3,3,3,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Vance,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-181&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-181&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,8,7,5,7,7,8,7,0,5,6,5,4,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Wake,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-183&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-183&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Warren,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-185&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-185&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,8,8,7,8,7,7,7,6,6,7,6,5,0,5,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Washington,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-187&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-187&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,4,5,0,1,4,4,0,3,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Watauga,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-189&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-189&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Wayne,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-191&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-191&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,possible,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,5,6,5,5,7,6,5,3,0,4,3,4,4,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Wilkes,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-193&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-193&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,5,5,6,5,7,6,5,6,5,4,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Wilson,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-195&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-195&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,7,6,6,6,6,5,6,6,5,4,3,5,3,3,3,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,,,,,
Yadkin,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-197&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-197&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,likely,unlikely,unlikely,possible,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,5,5,6,5,6,5,5,5,4,1,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Yancey,Acadian Flycatcher,acafly,species,native,https://ebird.org/barchart?r=US-NC-199&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,https://ebird.org/barchart?r=US-NC-199&bmo=1&emo=12&byr=1900&eyr=2023&spp=acafly,Breeding,possible,unlikely,unlikely,possible,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,4,4,4,4,3,3,2,2,1,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Chatham,African Collared-Dove,afcdov1,species,Exotic: Escapee,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=afcdov1,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=afcdov1,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Henderson,African Collared-Dove,afcdov1,species,Exotic: Escapee,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=afcdov1,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=afcdov1,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Alleghany,Alder Flycatcher,aldfly,species,native,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Ashe,Alder Flycatcher,aldfly,species,native,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,Breeding,possible,unlikely,unlikely,unlikely,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,2,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Avery,Alder Flycatcher,aldfly,species,native,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,Breeding,possible,unlikely,unlikely,unlikely,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,2,3,3,2,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Buncombe,Alder Flycatcher,aldfly,species,native,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,Breeding,unlikely,unlikely,unlikely,unlikely,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Burke,Alder Flycatcher,aldfly,species,native,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=aldfly,Occasional,possible,unlikely,unlikely,unlikely,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,3,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
